"関連分野","区分","順位","会議名","URL","所管","対象分野","直近開催日","備考"
"家事等の負担軽減","省庁","2","こども家庭審議会 基本政策部会","https://www.cfa.go.jp/councils/shingikai/kihon_seisaku","こども家庭庁","こどもまんなか実行計画・子育て家庭支援・分野横断課題","2026年3月30日（第20回）","家事等の負担軽減を含む横断課題を審議"
"家事等の負担軽減","省庁","2","こども家庭審議会 基本政策部会（第20回）","https://www.cfa.go.jp/councils/shingikai/kihon_seisaku/81b5a46c","こども家庭庁","こどもまんなか実行計画2026骨子案","2026年3月30日（第20回）","骨子案審議"
"家事等の負担軽減","省庁","3","こども家庭審議会 子ども・子育て支援等分科会","https://www.cfa.go.jp/councils/shingikai/kodomo_kosodate","こども家庭庁","子育て支援・保育・家事支援サービス利用促進","2026年3月18日（第14回）","参考資料で家事支援サービス利用促進を扱う"
"家事等の負担軽減","省庁","","第14回 子ども・子育て支援等分科会","https://www.cfa.go.jp/councils/shingikai/kodomo_kosodate/60663bed","こども家庭庁","子育て支援・家事支援サービス利用促進","2026年3月18日（第14回）","参考資料10-1で家事支援サービス利用促進の検討状況を掲載"
"家事等の負担軽減","省庁","4","労働政策審議会 雇用環境・均等分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126989.html","厚生労働省","仕事と家庭の両立・育児/介護と就業の両立・均等政策","2026年3月26日","一覧上で2026年3月26日の回まで確認可"
"家事等の負担軽減","省庁","","第89回 労働政策審議会 雇用環境・均等分科会","https://www.mhlw.go.jp/stf/newpage_68545.html","厚生労働省","仕事と家庭の両立・カスタマーハラスメント・求職者保護","2026年1月20日（第89回）","開催案内ページ"
"家事等の負担軽減","省庁","","労働政策審議会 人材開発分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126986.html","厚生労働省","リスキリング・職業能力開発・両立支援に資する能力開発","2026年3月27日（第58回）","成長戦略資料で関連会議として言及"
"家事等の負担軽減","省庁","6","労働政策審議会 勤労者生活分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126976.html","厚生労働省","仕事と生活の両立・勤労者福祉・生活面支援","2026年3月26日（第35回）","家事・介護・生活負担軽減の周辺制度を扱う"
"家事等の負担軽減","省庁","6","労働政策審議会 職業安定分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126979.html","厚生労働省","雇用安定・労働移動・育児介護離職防止の雇用面","2026年3月27日（第223回）","両立支援の雇用制度面に接続"
"家事等の負担軽減","省庁","6","労働政策審議会 雇用保険部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126980_00007.html","厚生労働省","育児休業給付・教育訓練給付・雇用保険制度","2025年10月28日（第206回議事録確認）","育児休業給付の財政等を議論"
"家事等の負担軽減","関連施策・系譜","","第6次男女共同参画基本計画","https://www.gender.go.jp/about_danjo/basic_plans/6th/pdf/print.pdf","内閣府男女共同参画局","家事・育児・介護負担の偏在是正・男性の家事育児参画","2026年3月13日決定","会議体ではないが政策上位文書"
"家事等の負担軽減","関連施策・系譜","","こどもまんなか実行計画2026の策定に向けて","https://www.cfa.go.jp/assets/contents/node/basic_page/field_ref_resources/37e94e1a-afa9-47f8-9162-1cdb8187ea17/915cb894/20260227_councils_shingikai_kodomo_sodachi_37e94e1a_02.pdf","こども家庭庁","子育て家庭の負担軽減・家事支援サービス利用促進","2026年2月27日資料","基本政策部会と各分科会・部会の審議予定を整理"
"家事等の負担軽減","関連施策・系譜","","雇用環境・均等（政策ページ）","https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyoukintou/index.html","厚生労働省","仕事と家庭の両立・育児介護休業・テレワーク活用","現行政策ページ","会議体ではないが実装政策の入口"
"賃上げ環境整備","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「賃上げ環境整備」は8横断分野の一つとして整理"
"賃上げ環境整備","官邸・政府横断","1","政労使の意見交換","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/seiroushi/index.html","内閣官房","春季労使交渉・賃上げ機運醸成・賃上げ環境整備","2026年3月23日","賃上げ環境整備の中核会議"
"賃上げ環境整備","官邸・政府横断","1","政労使の意見交換（2025年11月25日）","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/seiroushi/dai1/yaritori.pdf","内閣官房","2026年春季労使交渉に向けた意見交換","2025年11月25日","賃上げ環境整備担当大臣が議事進行"
"賃上げ環境整備","官邸・政府横断","2","賃上げに向けた中小企業等の活力向上に関するWG","https://www.cas.go.jp/jp/seisakukaigi/katsuryoku_kojyo/index.html","内閣官房・中小企業庁・厚生労働省","価格転嫁・取引適正化・省力化投資・生産性向上・最低賃金対応","2026年4月6日（第2回）","賃上げ環境整備の実務中核WG"
"賃上げ環境整備","官邸・政府横断","","第1回 賃上げに向けた中小企業等の活力向上に関するWG","https://www.chusho.meti.go.jp/keiei/torihiki/chinage_wg/001/001.html","内閣官房・中小企業庁・厚生労働省・公正取引委員会","価格転嫁・取引適正化・省力化投資","2025年12月22日（第1回）","取適法周知や労務費転嫁指針改正も報告"
"賃上げ環境整備","官邸・政府横断","","中小企業の活力向上に関するWG（前身）","https://www.chusho.meti.go.jp/keiei/torihiki/old_info.html","内閣官房・中小企業庁・厚生労働省","価格転嫁・取引条件改善・人手不足・最低賃金対応","2025年7月24日（第8回）","2026年から賃上げ向けWGへ再編"
"賃上げ環境整備","官邸・政府横断","","新しい資本主義実現会議","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/","内閣官房","新しい資本主義全般・賃上げと投資が牽引する成長型経済","2025年10月3日（第37回）","賃上げ政策の上位会議"
"賃上げ環境整備","官邸・政府横断","1","政労使の意見交換（新しい資本主義実現会議系）","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/seiroushi/dai7/yaritori.pdf","内閣官房","賃上げ・価格転嫁・最低賃金・支援助成金","2025年5月22日","現行賃上げ政策の継続性を示す上位対話"
"賃上げ環境整備","省庁","","労働政策審議会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126897.html","厚生労働省","労働政策全般","2025年10月3日（第56回）","厚労省労働政策全体の上位審議会"
"賃上げ環境整備","省庁","6","労働政策審議会 人材開発分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126986.html","厚生労働省","リスキリング・職業能力開発・賃上げを支える能力開発","2026年3月27日（第58回）","賃上げ環境整備の人材開発面"
"賃上げ環境整備","省庁","6","労働政策審議会 職業安定分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126979.html","厚生労働省","雇用安定・労働移動・人手不足対応","2026年3月27日（第223回）","雇用制度面"
"賃上げ環境整備","省庁","6","労働政策審議会 労働条件分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126969_00004.html","厚生労働省","労働条件・働き方改革・生産性向上","2026年3月13日（第207回）","働き方改革総点検を含む"
"賃上げ環境整備","省庁","3","中央最低賃金審議会","https://www.mhlw.go.jp/stf/shingi/shingi-tingin_127939.html","厚生労働省","最低賃金・地域間格差・賃上げの制度基盤","2026年2月27日（第72回）","賃金制度面の重要会議"
"賃上げ環境整備","省庁","3","中央最低賃金審議会 目安制度の在り方に関する全員協議会","https://www.mhlw.go.jp/stf/shingi/shingi-tingin_127939.html","厚生労働省","最低賃金目安制度見直し","2026年2月27日（第1回協議会）","第72回中央最低賃金審議会終了後に開催"
"賃上げ環境整備","省庁","5","地方版政労使会議","https://www.mhlw.go.jp/stf/web_magazine/closeup/39.html","厚生労働省・都道府県労働局等","地域の賃金引上げ・機運醸成・支援策周知","2026年1月〜2月に全国47都道府県で開催","地域実装の重要枠組み"
"賃上げ環境整備","省庁","","令和7年度東京都地方版政労使会議（東京労働懇談会）","https://www.mhlw.go.jp/stf/photo_report/2026/ph0202-01.html","厚生労働省・東京都等","地域の賃金引上げ・人材確保・生産性向上","2026年2月2日","地方版政労使会議の具体例"
"賃上げ環境整備","省庁","","社会保障審議会 介護給付費分科会","https://www.mhlw.go.jp/stf/shingi/shingi-hosho_128153.html","厚生労働省","介護分野の処遇改善・持続的な賃上げ環境整備","2025年12月12日（第250回資料確認）","介護分野の賃上げ議論を含む"
"賃上げ環境整備","省庁","","取引適正化、価格交渉・価格転嫁、官公需対策（政策ページ）","https://www.chusho.meti.go.jp/keiei/torihiki/index.html","中小企業庁","価格転嫁・取引適正化・賃上げ原資確保","2026年4月2日更新","会議体ではないが実務の入口"
"賃上げ環境整備","省庁","4","企業取引研究会","https://www.jftc.go.jp/soshiki/kyotsukoukai/kenkyukai/kigyoutorihiki/index.html","公正取引委員会","価格転嫁・支払条件適正化・物流商慣習・優越的地位濫用規制","2026年3月10日（第4回）","JFTCと中企庁が連携"
"賃上げ環境整備","省庁","","第4回企業取引研究会","https://www.jftc.go.jp/file/kigyotorihiki_r7_gijiyoshi4.pdf","公正取引委員会","価格転嫁・商慣習見直し・制度見直し","2026年3月10日（第4回）","議事要旨ページ"
"賃上げ環境整備","省庁","","有識者と公正取引委員会との懇談会","https://www.jftc.go.jp/houdou/pressrelease/2026/jan/260121minikoniken.html","公正取引委員会","適正な価格転嫁・取適法・フリーランス取引適正化","2026年1月21日","価格転嫁の外部有識者意見聴取"
"賃上げ環境整備","関連施策・系譜","","労務費の適切な転嫁のための価格交渉に関する指針（関連議論）","https://www.chusho.meti.go.jp/keiei/torihiki/chinage_wg/001/001.html","中小企業庁・公正取引委員会等","労務費転嫁・価格交渉・賃上げ原資確保","2025年12月22日WGで改正状況報告","会議体ではないが賃上げ環境整備の基礎文書"
"賃上げ環境整備","関連施策・系譜","","企業取引研究会報告書関連の意見募集","https://www.jftc.go.jp/houdou/pressrelease/2026/mar/260312_pubcomme_kotyokai.html","公正取引委員会","価格転嫁・支払条件・物流特殊指定・優越的地位濫用規制","2026年3月12日","研究会成果の制度化段階"
"賃上げ環境整備","関連施策・系譜","","中堅等大規模成長投資補助金 効果検証シナリオ（第3版）","https://www.meti.go.jp/policy/policy_management/ebpm/kensyo_shinario/260331_cyuken.pdf","経済産業省","省力化投資・労働生産性向上・持続的賃上げ","2026年3月31日公表","会議体ではないが賃上げ環境整備の投資支援資料"
"サイバーセキュリティ","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「サイバーセキュリティ」は8横断分野の一つ"
"サイバーセキュリティ","官邸・政府横断","2","サイバーセキュリティ戦略本部","https://www.cyber.go.jp/news/press","国家サイバー統括室（内閣官房）","サイバー政策全般・新戦略策定・能動的サイバー防御","2026年3月24日（第4回会合・持ち回り）","報道資料一覧で開催確認"
"サイバーセキュリティ","官邸・政府横断","1","サイバーセキュリティ推進専門家会議","https://www.cyber.go.jp/council/cs/cs_expert/index.html","国家サイバー統括室（内閣官房）","サイバー政策横断・人材・技術・成長戦略連携","2026年3月19日（第5回）","この横断分野の中核会議"
"サイバーセキュリティ","官邸・政府横断","","重要インフラ専門調査会","https://www.cyber.go.jp/news/list","国家サイバー統括室（内閣官房）","重要インフラ全体方針・安全基準等の改善状況評価","2025年5月29日（第39回）","新着情報で開催確認"
"サイバーセキュリティ","官邸・政府横断","3","重要インフラサイバーセキュリティ対策推進会議 課長級会議","https://www.cyber.go.jp/council/cs/cip_suishin/kacho","国家サイバー統括室（内閣官房）","重要インフラ・統一基準・行動計画","2026年3月18日（第5回）","重要インフラ対策の実務会議"
"サイバーセキュリティ","官邸・政府横断","","重要インフラサイバーセキュリティ研究会","https://www.cyber.go.jp/council/cs/cip_suishin/cip_cs_kenkyu/index.html","国家サイバー統括室（内閣官房）","重要インフラ分野別ヒアリング・対策強化","2026年3月4日（第3回）","重要インフラ分野の実務研究会"
"サイバーセキュリティ","官邸・政府横断","","サイバーインフラ事業者に求められる役割等の検討会","https://www.cyber.go.jp/council/cs/ciip/yakuwari/index.html","国家サイバー統括室（内閣官房）","ソフトウェア・ICTサービス供給者の責務・サプライチェーン対策","2026年2月5日（第4回）","2026年3月31日にガイドライン等公表"
"サイバーセキュリティ","官邸・政府横断","","サイバーセキュリティ対策推進会議（CISO等連絡会議）","https://www.cyber.go.jp/council/cs/taisaku","国家サイバー統括室（内閣官房）","政府機関等の統一基準・対策推進","2025年6月27日（第21回・持ち回り）","政府機関横断のCISO会議"
"サイバーセキュリティ","官邸・政府横断","6","サイバーセキュリティ人材フレームワークに関する検討会","https://www.cyber.go.jp/council/csjinzai/index.html","国家サイバー統括室（内閣官房）","サイバー人材フレームワーク・育成・活用","2026年3月27日（第4回）","人材エコシステム形成の実務会議"
"サイバーセキュリティ","省庁","","デジタル・サイバーセキュリティWG","https://www.digital.go.jp/councils/digital-cybersecurity","デジタル庁・経済産業省","デジタル政策・サイバーセキュリティ・官民投資ロードマップ","2026年4月6日（第2回）","17戦略分野側の司令塔WGだが横断分野とも密接"
"サイバーセキュリティ","省庁","5","データセキュリティWG","https://www.digital.go.jp/councils/data-security-wg","デジタル庁","データセキュリティ・越境移転・制度/技術/運用","2026年3月3日（第4回）","2026年3月11日にとりまとめ公表"
"サイバーセキュリティ","省庁","4","産業サイバーセキュリティ研究会","https://www.meti.go.jp/shingikai/mono_info_service/sangyo_cyber/","経済産業省","産業界全体のサイバー対策・供給力強化・制度設計","2026年4月3日（第10回）","経産省の中核研究会"
"サイバーセキュリティ","省庁","","産業サイバーセキュリティ研究会 WG1（実効性強化・国際連携）","https://www.meti.go.jp/shingikai/mono_info_service/sangyo_cyber/wg_seido/index.html","経済産業省","制度実効性強化・国際連携・セキュアバイデザイン","2026年3月10日（第12回）","SCS評価制度などの上位WG"
"サイバーセキュリティ","省庁","","サプライチェーン強化に向けたセキュリティ対策評価制度に関するSWG","https://www.meti.go.jp/shingikai/mono_info_service/sangyo_cyber/wg_seido/wg_supply_chain/index.html","経済産業省","サプライチェーン強化・SCS評価制度","2026年3月4日（第7回）","2026年3月27日に制度構築方針公表"
"サイバーセキュリティ","省庁","","産業サイバーセキュリティ研究会 WG3（産業振興・人材育成）","https://www.meti.go.jp/shingikai/mono_info_service/sangyo_cyber/wg_cybersecurity/","経済産業省","サイバーセキュリティ産業振興・人材育成","2026年3月12日（第10回）","供給能力強化・人材育成の主戦場"
"サイバーセキュリティ","省庁","","AIセキュリティ分科会","https://www.cyber.go.jp/pdf/council/cs/cs_expert/05/05document4.pdf","総務省","AIセキュリティ・AI活用システムの安全確保","2025年12月5日（第6回）","総務省の取組資料で確認"
"サイバーセキュリティ","省庁","","総務省有識者会議（AIセキュリティガイドライン検討）","https://www.cyber.go.jp/pdf/council/cs/cs_expert/05/05document4.pdf","総務省","AIセキュリティ・ガイドライン策定","2025年9月～12月に開催","推進専門家会議第5回資料で確認"
"サイバーセキュリティ","省庁","","金融庁の金融分野におけるサイバーセキュリティ取組（CSSA・ASM・Delta Wall）","https://www.fsa.go.jp/common/ronten/202601/03.pdf","金融庁","金融セクターのサイバー対策・演習・モニタリング","2026年3月6日資料","会議体ではないが金融分野の実務枠組み"
"サイバーセキュリティ","省庁","","暗号資産制度に関するWG","https://www.fsa.go.jp/singi/singi_kinyu/base.html","金融庁","暗号資産制度・投資家保護・サイバー対策","2025年12月10日（報告書公表）","2026年度以降CSSAを全業者へ実施予定"
"サイバーセキュリティ","関連施策・系譜","","新たなサイバーセキュリティ戦略","https://www.cyber.go.jp/pdf/policy/kihon-s/cs_strategy2025.pdf","内閣官房","防御・抑止、レジリエンス、人材・技術・産業の育成","2025年12月23日閣議決定","会議体ではないが横断分野の基礎文書"
"サイバーセキュリティ","関連施策・系譜","","サイバーセキュリティ（分野横断的課題）の今後の検討に向けて","https://www.cyber.go.jp/pdf/council/cs/cs_expert/04/04document1.pdf","国家サイバー統括室","能動的サイバー防御・政府機関/重要インフラ対策・人材/技術育成","2026年2月20日（第4回専門家会議資料）","横断分野の具体論点整理"
"サイバーセキュリティ","関連施策・系譜","","データセキュリティWGとりまとめ","https://www.digital.go.jp/news/03d22136-3125-4839-aeb9-655ff7134df6","デジタル庁","データセキュリティ・越境移転対応","2026年3月11日公表","会議体ではないが実務取りまとめ"
"サイバーセキュリティ","関連施策・系譜","","サプライチェーン強化に向けたセキュリティ対策評価制度に関する制度構築方針","https://www.meti.go.jp/press/2026/03/20260327001/20260327001.html","経済産業省・国家サイバー統括室","SCS評価制度・2026年度末頃の制度開始","2026年3月27日公表","会議体ではないが制度化の到達点"
"サイバーセキュリティ","関連施策・系譜","","サイバーセキュリティ人材フレームワーク 活用の手引き2026","https://www.cyber.go.jp/pdf/council/csjinzai/tebikisyo2026-4-1.pdf","国家サイバー統括室","サイバー人材育成・活用","2026年4月1日公表","会議体ではないが人材面の実装文書"
